	id	document	emotion
601	  707매니아	잘만하는구만 어이가없네 사람들. 그냥 배경음이랑 보컬이랑 너무 따로놀아서 듣기불편한거지 절대 실력없는거 아님.. 곡 자체가 공연용이 아닌듯. 다른그룹이 이노래부른다고 달라질거같지않음	0
602	  Devil	"라이브는 밀리는 것도 없고 이 정도면 이 노래에 맞게 잘한다고 생각하는데 제일 문제는 라이브 잘하겠다고 안무가 너무 안 맞음,, 노래 자체를 퍼포먼스가 돋보이도록 비트부터 그렇게 짜여있는데 보컬에 취중할 거면 안무를 조금 바꾸든지,, 너무 아쉽네"	0
603	  기린	지나가는 1인인데 존나 욕하길래 들어옴 잘하는데? 마지막곡인데 저정도면 잘하는거지 노래걍 너무 안신나고 무대매너같은게 너무 아마추어같아서 그런것같은데적당히좀 욕해라 잘하는구만  노래가 너무 안신난다 너무 징그러 댓글	1
604	  김수현	노래가 너무 안들림	0
605	  맛다시.	ㅈㄴ웃긴데 공감가누ㅋㅋㅋㅋㅋ	1
606	  코코아	지젤도 꽤 함 카리나도 잘한것도있었음닝닝이는 긴장을많이해서그럼 얘네들은 신입임 뭘바라는거야 이정도면 꽤 하는거지그리고 니 윈터만좋아하고 다른애들은 까는 열폭찐따아님? 그냥 애들까는거잖아 닝닝이는중국에서 태어나서 까이고 지젤이는 토요공개오디션에서 뽑혀서 까이고 카리나는중간에 호흡을좀 잃고 닝닝이 절을제대로안시켜서 까이는거임? 근데 인사못시킨거랑 출생이랑 토요공개오디션에서뽑힌게 뭔상관?	1
607	  붕어빵	지젤은 미국가서 살 찐거야?? 더 부해진고 같지??	0
608	  프도사	핸드마이크 드니깐 좀 낫네	1
609	  크로캅크로캅	이실력과 음악성으로  블랙핑크한테 덤빌생각을 했노 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ 블랙핑크가 왜월드스타 인지알겠다 ㅎㅎ	0
610	  시현 박	진첼 너무 좀 그런데..	0
611	  ㅣ ㅇㅇ ㅣ	가비 백댄서 같은데 맞나?	1
612	  夢	아니 어디가 못한다는거야???? 진짜 모르겠는데... 까놓고 말해서 쌩 라이브해서 살아 남을 수 있는 아이돌그룹 우리 나라에 몇 팀 되는데?ㅋㅋㅋㅋㅋㅋ	1
613	  쯧쯧	나만 음정 다들 엉망같나....	0
614	  김우진	익룡 들어가 안돼 안해줘 돌아가	0
615	  Ryeongha Han	익룡 ㅇㄱㄹ 좀....	0
616	  수민 하	소리좀 그만 지르시죠!	0
617	  김진수	민망하다 ...   윈터빼고  엉망진창	0
618	  박애기	쪽팔려	0
619	  Uni seong	진짜 너무 실망이네.... 춤이면 춤 노래면 노래 다 못하네.....	0
620	  변아영	윈터 원툴이긴 하네 ㅋㅋ	0
621	  빅뱅	아직 관록이 없어서 블핑하고 비교되네	0
622	  수동 봉고 시니어	여아이돌한테 실력을 왜 바라냐 보는데 재밌으면 됐지 아이돌보면서 이상향 꿈꿀 일 있냐	0
623	  st 1	익룡 풀어놨나.. 관객 텅텅이라 뒤에 보여주지도 못함	0
624	  펭수머리너무커	닝닝이 노래 왤케 뭔가 불안하지	0
625	  채민준	까마귀가 있냐 꺄아아아아아악 하는 소리때문에 노래부르는 게 안 들려	0
626	  이진	코첼라 고등학교 장기자랑 뭐 그런건가??	0
627	  Mystic	3:55 이게 ㅈㄴ 웃김 ㅋㅋ	1
628	  냥양ㄴ냔냔	ㅇㄴ 누구 익룡이냐고 ㅠㅠㅠㅋㅋㄱㅋㄲㅋㄱㅋㄲㅋㄱㅋㅋㅋㅋ	0
629	  보라돌이	무대가.. 너무 허접스럽다	0
630	  이루하	닝닝이랑 지젤 너무한데 ㅋㅋ	0
631	  Catch you catch me	윈터가누구에여?	1
632	  므웅	뭔 고라니가 있냐 ㅋㅋㅋ	0
633	  팥빙현준	무슨 학예회 보는 것 같아서 내가 다 민망하네	0
634	  배달 25시	빠순이들 ㅈㄴ 꺆꺆대네...	0
635	  이해찬	8:45 ? 닝닝 뭐임 싸바지- ㅋㅋㅋㅋㅋㅋ	0
636	  동린이	미친 익룡ㅇ 치워	0
637	  엔젤윙크	스파이스걸스 보다 잘하는데	1
638	  이쪙	지젤 얼굴 원래 저럼??? 아니면 저 때만 빵떡같이 부은 거? 어쩌다 아이돌 영상 보게 된 거라 진짜 모름 아형에선 안 저랬던 거 같은데	0
639	  Enotseno	그냥 저날 좀 이상했음	0
640	  kate illy_ya	학예회 나왔냐!	0
641	  바세린	더블링 심하네요..	0
642	  김규호	억까들 존나 많넼ㅋㅋㅋ 불편하면 블핑라이브나 보러가^^	0
643	  김연희	지젤 다리 비만아니냐.. 윈터진짜 말랐다 인형이네 완전.. 그리고 카리나보다 얼굴 더작은데??	0
644	  먀옹	애썼다 ..	0
645	  올캐	소음 진짜 짜증나네	0
646	  지젤 다리 등반하다가 조난당함	닝닝 노래하는거 들어보면 음정은 그래도 잘 맞는 편인데 진짜 겁나 떨어서 목소리 염소된 느낌임. 그리고 에스파가 직접 블핑 어쩌구 한것도 아니고 스엠이 나댄건데 왜 에스파만 욕먹고 비교당하는지..ㅋㅋㅋㅋㅋㅋㅋ그리고 블핑보다 못하든 니들이랑은 차원이 다른 세상에서 사는 사람들이니까 욕해봤자 자기 자격지심 드러내는거 그이상 이하도 안됨.	0
647	  Sharon S	음.. 장원영이 더 잘할것 같은 느낌적인 느낌..	0
648	  행복이	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥 창피함	0
649	  자경 구	부끄럽지 왜...	0
650	  김치러버_엔엣프피_	닝닝이 더 심각함 갠적으로	0
651	  미 개	블핑이랑 너무 차이나는데 ㅡㅁ ㅡ	0
652	  뇽안엉어어	잘하기만 하는구먼 ㅋ 다들 ㅈㄹ 해서 봤더니	1
653	  donghyun roh	아 익룡하나 겁나 짜증나네 ㅡㅡ	0
654	  jiny_0611	부끄럽다......	0
655	  얼린아리수	여기 무슨 그래미 심사위원들만잇네 댓글 ㅋㅋㅋ	0
656	  myung lee	이 영상이랑 블랙핑크  공식유튜브에 올려져있는 코첼라 영상과 비교하면 안되요이영상은 화질 음질이 좋지가 않은데그런걸 감안해야해요우리나라에 이정도 라이브하는 여아이돌 별로 없을것 같은데	0
657	"  야 휴닝아...나,리더다....ㅎㅎ"	...?음질이랑 뭔상관.....ㅜ 은이탈이 다 드러나는데 무슨 음질이랑 화질을 탓해ㅋㅋㅋㅋㅋ 마이라서 그러는거죠?ㅋㅋㅋ아닌이상 뭐지ㅋㅋㅋ 옜날에도 이정도로 못하진 않았고...지금은 더더욱....요즘 저정도로 못하면 데뷔못하고요 그냥 쉴드치지마세요..ㅋㅋㅋㅋ	0
658	  조주	이때다 싶어서 까내리는거 역겹네 ㅋㅋ 그쪽(쿵)세력이 까는거겠지 에휴 ㅉㅉ	1
659	  ㅇㅇ	익룡 소리 듣기 싫다 진짜	0
660	  김종국	왜 얼굴이 화끈거리지.ㅜㅜ	0
661	  진성 박	팬이지만 오글거려서 못보겟다 ㅜㅜㅜㅜㅜㅜ	0
662	  왜살아	팬아닌데도 보기좋은뎅 ?	1
663	  Seung-jae Jung	아쉽네요~	0
664	  무지개망고	누구 고문당하냐	0
665	  김현철	잘하는고만	1
666	  서지니	지젤 엄청 살쪘네	0
667	  배재영	엄청잘하는디 ㅋㅋㅋ 블핑이랑 비교하는디 ㅋ ㅋ 블핑은 좀 춤이고 랩이고 좀 쉬는게 많자나 ㅋ춤을 메인풀로 때리고 연달아 4곡하는디 잘하는구만 ㅎㅎ윈터야 보컬이고 카리나가 춤뿐만 아니라 노래도 엄청잘하는게 의외임 ㅋㅋㅋ닝닝이랑 지젤은 좀 ㅎㅎ	0
668	  만두	괜찮은데..?	1
669	  타임코스모스	익룡 존나많넼ㅋㅋㅋㅋㅋㅋㅋ	0
670	  방울	12:07 뭐냐?닝닝?	0
671	  ᗰEᖇIᑎGᑌE	"이거하고 온거야,,? 아 에반데,,"	0
672	  iaowd	2:57 풉ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ	0
673	  hyh	기대 했는데 실망했음	0
674	  제시TV	아이돌 때려치든가 다시 연습하든가 완벽하게 연습해서 늦게라도 나가든가 해야지 장난하냐?무대가 장난도 아니고 개똥같이해놨어	0
675	  트레오가	Sm 이 악물고 쉴드침 ㅋㅋㅋㅋㅋㅋ 이게 더 안티 양산하는 줄도 모르나	0
676	  재규어	닝닝이빼	0
677	  이상한 새끼 보면 짖는 개	익룡 누구? ㅋㅋㅋㄱㅋ	0
678	  Tiara	ㅋ 블랙핑크보단 안됨	0
679	  CAT genius	닝닝 퉁순이 창법 언제 마스터했노?	0
680	  saejun farm	이걸 라이브 잘한다고 하는애들은 뭔생각?	0
681	  이영교	빼액하는 관객 진짜 ㅋㅋ짜증나노	0
682	  마귀	드럽게 못하네요 ㅠㅠ	0
683	  나옹	비명이..?	0
684	  악매	니들이 불러	0
685	  김쭈꾸	끔찍하네	0
686	  변지후	익룡이냐 ;;	0
687	  최민아	방금 블랙핑크공연 보고왔는데 웬일이냐이정도인줄은..ㅉㅉ듣기싫을정도네	0
688	  찌모최	1:58 와 진짜 개듣기싫다	0
689	  앙굔	집중하나도안됨 ㄹㅇ	0
690	  수민 하	거슬려요	0
691	  담배극혐	다 별론데..	0
692	  구름	뭔 케이팝 망신 ezr하냐 ㅋㅋ 케이팝이 뭐 전세계를 떠들석하게한줄 아는데 우리나라 모르는 외국인들이 더 많음 ㅈㄴ 호들갑떠네. 실력 부족하면 다음에 더 좋은 모습 보여주면 좋겠다고 하면되지 마인드 ㅈㄴ꼬여가지고	1
693	  chicken drug	진짜 못한다	0
694	  씅	이게 깔 무댄가ㅋㅋㅋ 블핑보다 딸리는 건 사실이긴 한데 깔 포인트가 어딘지는 모르겠음 일단 윈터는 걍 잘했고 나머지 멤버들도 욕 먹을 정도로 못하지는 않았음 춤을 아예 안 춘 상태에서 저 실력인 것도 아니고 춤 빡세게 추면서 4곡을 연달아 하는데 저정도 라이브면 잘하는거지 심지어 큰 무대 경험이 많은 것도 아니고 그렇다고 연차가 많이 쌓인 그룹도 아니고..	1
695	  춘천시퇴계동	아 익룡소리 때문에 못보겠네	0
696	  lololol	닝닝이가 잘부르는데?	1
697	  김서량	사람들은 잘한부분 말고 왜 실수하거나 못한부분만 인터넷에 올려서 욕먹게 할까? 못했다 해도 욕을 그렇게 해야하나?	1
698	  Gabozago	심각	0
699	  김영은	9:40 닝닝이 고음 다들 못본거겠지? 진짜 이렇게 잘하는애더러 실력 운운하는 노답들... 본인 인생부터 챙기세요	1
700	  은쁘	그렇게 지르고 나서 넥레할때 목나가서 염소소리 난건맞음 ........	0
701	  700베르테르	"뭐하는 거야... ㅡ,.ㅡ;;"	0
702	  도조	근데 가수가 노래를 못하면 어떡하냐 이러는분들.. 저분들을 가수 말고 그냥 사람이라 생각하면 이해가 될텐데 왜 자꾸 가수가수거리지 아무리 평소엔 잘해도 많은 사람들 앞에서 무대에 안서다가 섰으면 평소보다 더 긴장하는건 어찌보면 당연한거아님? 긴장하면 평소 역량을 다 못끌어올리는 경우가 많고	1
